title,address,description,state,token,url
کامپیوتر دسکتاپ تک زون مدل TZ3770A با قیمت مناسب,در سعادت‌آباد,"۴۱,۵۰۰,۰۰۰ تومان",نو,ga_EMtsT,https://divar.ir/v/کامپیوتر دسکتاپ تک زون مدل TZ3770A با قیمت مناسب/ga_EMtsT
مانیتور 27 اینچ شیائومی G27Qi با قیمت مناسب,در سعادت‌آباد,"۳۹,۹۰۰,۰۰۰ تومان",نو,ga_E8JbX,https://divar.ir/v/مانیتور 27 اینچ شیائومی G27Qi با قیمت مناسب/ga_E8JbX
کیس مدل گرین,۲ هفته پیش در تهرانسر غربی,"۳,۵۰۰,۰۰۰ تومان",در حد نو,ga_4bug1,https://divar.ir/v/کیس مدل گرین/ga_4bug1
دو عدد کیس سالم,۲ هفته پیش در شارق,"۱۲,۰۰۰,۰۰۰ تومان",کارکرده,ga_g77lh,https://divar.ir/v/دو عدد کیس سالم/ga_g77lh
خریدار و فروش کیس و مانیتور خراب قدیمی جدید تعداد,۲ هفته پیش در سبلان (لشگر),"۲۰,۰۰۰,۰۰۰ تومان",کارکرده,ga_kL_lr,https://divar.ir/v/خریدار و فروش کیس و مانیتور خراب قدیمی جدید تعداد/ga_kL_lr
فروش سیستم های گیمینگ حرفه ای با گارانتی معتبر,در صادقیه,"۵۰,۰۰۰,۰۰۰ تومان",نو,ga7U_WXq,https://divar.ir/v/فروش سیستم های گیمینگ حرفه ای با گارانتی معتبر/ga7U_WXq
کیس مینی,۲ هفته پیش در ارامنه,"۱۸,۵۰۰,۰۰۰ تومان",در حد نو,ga_s7Rpd,https://divar.ir/v/کیس مینی/ga_s7Rpd
رم لپتاپ ram pc3l 4Gb,۲ هفته پیش در دارآباد,"۱,۰۰۰,۰۰۰ تومان",کارکرده,ga_c7nvX,https://divar.ir/v/رم لپتاپ ram pc3l 4Gb/ga_c7nvX
کیس گیمینگ بازی,در شهرک ولیعصر جنوبی,"۶۶,۰۰۰,۰۰۰ تومان",در حد نو,gauIkCJ-,https://divar.ir/v/کیس گیمینگ بازی/gauIkCJ-
کیس کامپیوتر,۲ هفته پیش در پامنار,"۱۷,۵۰۰,۰۰۰ تومان",کارکرده,ga_QruwZ,https://divar.ir/v/کیس کامپیوتر/ga_QruwZ
کیس کامپیوتر قدیمی - روشن می‌شود اما تصویر ندارد,۲ هفته پیش در بنی‌هاشم,"۴,۵۰۰,۰۰۰ تومان",کارکرده,ga_QLOKC,https://divar.ir/v/کیس کامپیوتر قدیمی - روشن می‌شود اما تصویر ندارد/ga_QLOKC
pc.درحدنو,۲ هفته پیش در شهرک شهرداری,"۲۰,۰۰۰,۰۰۰ تومان",در حد نو,ga_Ab7_4,https://divar.ir/v/pc.درحدنو/ga_Ab7_4
فروش کیس و مامیتور,۲ هفته پیش در پاسداران,"۱۵,۰۰۰,۰۰۰ تومان",کارکرده,ga_A7Xms,https://divar.ir/v/فروش کیس و مامیتور/ga_A7Xms
کامپیوتر مینی کیس hp و مانیتور 22دل فول,۲ هفته پیش در مشیریه,"۴۰,۰۰۰,۰۰۰ تومان",در حد نو,ga_oqASM,https://divar.ir/v/کامپیوتر مینی کیس hp و مانیتور 22دل فول/ga_oqASM
mac mini m4 16.256,۲ هفته پیش در فردوسی,"۱۲۵,۰۰۰,۰۰۰ تومان",در حد نو,ga_sK0HB,https://divar.ir/v/mac mini m4 16.256/ga_sK0HB
آل این وان نسل چهارم تا هفتم فریم لس All in one,در میدان ولیعصر,"۲۷,۰۰۰,۰۰۰ تومان",در حد نو,gaGQkVeu,https://divar.ir/v/آل این وان نسل چهارم تا هفتم فریم لس All in one/gaGQkVeu
کیس کامپیوتر نسل ۷ Hp G3 با پردازنده i5 در حد,در جردن,"۲۴,۵۰۰,۰۰۰ تومان",در حد نو,gabkPZ7m,https://divar.ir/v/کیس کامپیوتر نسل ۷ Hp G3 با پردازنده i5 در حد/gabkPZ7m
مینی کیس نسل 7 با پردانده i5 با ضمانت,در جردن,"۲۹,۰۰۰,۰۰۰ تومان",در حد نو,Qabj5T_M,https://divar.ir/v/مینی کیس نسل 7 با پردانده i5 با ضمانت/Qabj5T_M
کیس مینی HP 600 G3 پردازنده i5 7500 کامل با ویندوز,۲ هفته پیش در بهجت‌آباد,"۲۲,۰۰۰,۰۰۰ تومان",نو,ga_YaNli,https://divar.ir/v/کیس مینی HP 600 G3 پردازنده i5 7500 کامل با ویندوز/ga_YaNli
کیس کامپیوتر پیسی معاوضه با ps5,۲ هفته پیش در تجریش,"۱۷۱,۰۰۰,۰۰۰ تومان",در حد نو,ga_UaBfX,https://divar.ir/v/کیس کامپیوتر پیسی معاوضه با ps5/ga_UaBfX
فریم بالا، هزینه سبک خرید کیس گیمینگ,در میرداماد,"۱۸,۲۰۰,۰۰۰ تومان",نو,gakkgoxf,https://divar.ir/v/فریم بالا، هزینه سبک خرید کیس گیمینگ/gakkgoxf
راه اندازی گیمنت با بودجه شما (بهمراه اقساط),در علم و صنعت,"۹,۰۰۰,۰۰۰ تومان",کارکرده,ga_cX9Jj,https://divar.ir/v/راه اندازی گیمنت با بودجه شما (بهمراه اقساط)/ga_cX9Jj
۹ عدد بازی pc,۲ هفته پیش در دریا,"۱,۰۰۰,۰۰۰ تومان",در حد نو,ga_wZfwR,https://divar.ir/v/۹ عدد بازی pc/ga_wZfwR
دسته پی اس فور +pc victrix pro bfg ps4+ps5,۲ هفته پیش در فدک,"۲۵,۰۰۰,۰۰۰ تومان",نو,ga_s5G6r,https://divar.ir/v/دسته پی اس فور +pc victrix pro bfg ps4+ps5/ga_s5G6r
کامپیوتر گیمینگ3dmaxادیت رندرطراحی مهندسی کد170,در تهرانسر شرقی,"۳۶,۵۰۰,۰۰۰ تومان",کارکرده,Aa6s70yt,https://divar.ir/v/کامپیوتر گیمینگ3dmaxادیت رندرطراحی مهندسی کد170/Aa6s70yt
کامپیوتر,۲ هفته پیش در درب دوم,"۵,۵۰۰,۰۰۰ تومان",کارکرده,ga_k5EHP,https://divar.ir/v/کامپیوتر/ga_k5EHP
سیستم نیازمند تکمیل ، پردازنده e5200,۲ هفته پیش در میدان ولیعصر,"۸,۰۰۰,۰۰۰ تومان",کارکرده,ga_YJlfD,https://divar.ir/v/سیستم نیازمند تکمیل ، پردازنده e5200/ga_YJlfD
کامپیوتر گیمینگ,۲ هفته پیش در دهقان,"۵۰,۰۰۰,۰۰۰ تومان",کارکرده,ga_UpYf1,https://divar.ir/v/کامپیوتر گیمینگ/ga_UpYf1
سیستم گیمینگ حرفه‌ای i5 13400f همراه RTX 3060 TI,در میدان ولیعصر,"۱۲۹,۷۰۰,۰۰۰ تومان",در حد نو,wZPzy_jp,https://divar.ir/v/سیستم گیمینگ حرفه‌ای i5 13400f همراه RTX 3060 TI/wZPzy_jp
سیستم معماری و گیمینگ,۲ هفته پیش در اوین,"۲۸۵,۰۰۰,۰۰۰ تومان",نو,ga-cTe1G,https://divar.ir/v/سیستم معماری و گیمینگ/ga-cTe1G
دسته بازی gamesir مدل cyclone 2,۲ هفته پیش در آسمان,"۱۰,۰۰۰,۰۰۰ تومان",در حد نو,ga_IJO9J,https://divar.ir/v/دسته بازی gamesir مدل cyclone 2/ga_IJO9J
کامپیوتر,۲ هفته پیش در شوش,"۲۳,۰۰۰,۰۰۰ تومان",در حد نو,ga_IpikP,https://divar.ir/v/کامپیوتر/ga_IpikP
کامپیوتر سرور ذخیره سازی DL380 G9 8SFF,۲ هفته پیش در خواجه نصیر طوسی,"۱۳۱,۰۰۰,۰۰۰ تومان",کارکرده,ga_EpwQJ,https://divar.ir/v/کامپیوتر سرور ذخیره سازی DL380 G9 8SFF/ga_EpwQJ
کامپیوتر کامل بدون ssd,۲ هفته پیش در فلسطین (میدان انقلاب),"۴۲,۰۰۰,۰۰۰ تومان",در حد نو,ga_AZXmq,https://divar.ir/v/کامپیوتر کامل بدون ssd/ga_AZXmq
آیمک اپل,در گیشا,"۱۸,۰۰۰,۰۰۰ تومان",در حد نو,ga8MNrK3,https://divar.ir/v/آیمک اپل/ga8MNrK3
کیس 12400 با 5700 xt,۲ هفته پیش در حر,"۱۳۶,۰۰۰,۰۰۰ تومان",نو,ga_sIGrx,https://divar.ir/v/کیس 12400 با 5700 xt/ga_sIGrx
کیس  core i5,۲ هفته پیش در شهرک امید,"۱۵,۰۰۰,۰۰۰ تومان",کارکرده,ga_o4Ffp,https://divar.ir/v/کیس  core i5/ga_o4Ffp
دسته بازی,۲ هفته پیش در سازمان برنامه شمالی,"۲,۵۰۰,۰۰۰ تومان",نو,ga_kYiHQ,https://divar.ir/v/دسته بازی/ga_kYiHQ
سیستم اداری کارکرده با سه ماه مهلت تست,۲ هفته پیش در میدان ولیعصر,"۲۰,۹۹۰,۰۰۰ تومان",کارکرده,ga_go1Pl,https://divar.ir/v/سیستم اداری کارکرده با سه ماه مهلت تست/ga_go1Pl
کامپیوتر گیمینگ Cooler Master,در مرزداران,"۱۶,۰۰۰,۰۰۰ تومان",کارکرده,ga4IBDq6,https://divar.ir/v/کامپیوتر گیمینگ Cooler Master/ga4IBDq6
باندل کامپیوتر,۲ هفته پیش در تهرانپارس جنوبی,"۶,۵۰۰,۰۰۰ تومان",کارکرده,ga_Qo-HS,https://divar.ir/v/باندل کامپیوتر/ga_Qo-HS
آل این وان آکبند ام اس آی به همراه کیبورد و موس,در فلسطین (میدان انقلاب),"۱۱۰,۰۰۰,۰۰۰ تومان",نو,ga3Ab-pY,https://divar.ir/v/آل این وان آکبند ام اس آی به همراه کیبورد و موس/ga3Ab-pY
نصب بازی‌ کامپیوتر (PC),در فلسطین (میدان انقلاب),,,gaygHM5U,https://divar.ir/v/نصب بازی‌ کامپیوتر (PC)/gaygHM5U
کیس گیمینگ و رندرینگ ایسوس,۲ هفته پیش در هروی,"۸۰,۰۰۰,۰۰۰ تومان",کارکرده,ga_wXv5H,https://divar.ir/v/کیس گیمینگ و رندرینگ ایسوس/ga_wXv5H
دسته بازی کامپیوتر BOXKER,۲ هفته پیش در بنی‌هاشم,"۳,۰۰۰,۰۰۰ تومان",کارکرده,ga_sX-uv,https://divar.ir/v/دسته بازی کامپیوتر BOXKER/ga_sX-uv
مینی کیس i5 3470 رم ۴ هارد 500,۲ هفته پیش در ایرانشهر,"۱۲,۰۰۰,۰۰۰ تومان",کارکرده,ga6IW-Ck,https://divar.ir/v/مینی کیس i5 3470 رم ۴ هارد 500/ga6IW-Ck
سیستم کامپیوتر دسته دوم,۲ هفته پیش در چهارصد دستگاه,"۶,۰۰۰,۰۰۰ تومان",کارکرده,ga_g3YGG,https://divar.ir/v/سیستم کامپیوتر دسته دوم/ga_g3YGG
فروش مانیتور ۲۷ اینچ فریم لس درحد نو,۲ هفته پیش در ایرانشهر,"۲۴,۰۰۰,۰۰۰ تومان",در حد نو,ga_U3rFk,https://divar.ir/v/فروش مانیتور ۲۷ اینچ فریم لس درحد نو/ga_U3rFk
خریدار و فروشنده کامیپتور گیمینگ و رندرینگ,۲ هفته پیش در آجودانیه,"۹۰۰,۰۰۰,۰۰۰ تومان",در حد نو,ga_U35YB,https://divar.ir/v/خریدار و فروشنده کامیپتور گیمینگ و رندرینگ/ga_U35YB
سرور نو HP DL380 G10 8SFF NEW,در بلوار کشاورز,"۳۷۴,۹۰۰,۰۰۰ تومان",نو,ga_I3yqR,https://divar.ir/v/سرور نو HP DL380 G10 8SFF NEW/ga_I3yqR
‌کامپیوتر ال این وان Wintec لمسی سالم و اماده کار,۲ هفته پیش در مرزداران,"۴۹,۵۰۰,۰۰۰ تومان",در حد نو,ga_QXdfw,https://divar.ir/v/‌کامپیوتر ال این وان Wintec لمسی سالم و اماده کار/ga_QXdfw
کیس گیمینگ رندرینگ i3 12100 RX580,۲ هفته پیش در تهرانپارس جنوبی,"۶۶,۰۰۰,۰۰۰ تومان",در حد نو,ga_IHJKh,https://divar.ir/v/کیس گیمینگ رندرینگ i3 12100 RX580/ga_IHJKh
کامپیوتر و لوازم جانبی,۲ هفته پیش در اباذر,"۵۰۰,۰۰۰ تومان",کارکرده,ga_4mYps,https://divar.ir/v/کامپیوتر و لوازم جانبی/ga_4mYps
کامپیوتر کامل کیس + مانیتور + کیبورد + موس,۲ هفته پیش در جمهوری,"۸,۰۰۰,۰۰۰ تومان",در حد نو,ga_sGras,https://divar.ir/v/کامپیوتر کامل کیس + مانیتور + کیبورد + موس/ga_sGras
All in one apple,۲ هفته پیش در دهم فروردین,"۱۰,۰۰۰,۰۰۰ تومان",کارکرده,ga_U252z,https://divar.ir/v/All in one apple/ga_U252z
آل این وان ۲۷ اینچ آیمک 2017 گرافیک 8گیگ رتینا,در میدان ولیعصر,"۱۷۰,۰۰۰,۰۰۰ تومان",در حد نو,ga_EmS5P,https://divar.ir/v/آل این وان ۲۷ اینچ آیمک 2017 گرافیک 8گیگ رتینا/ga_EmS5P
۴ عدد کیس نسل۳ برای گیم نتها و مصارف عمومی,در بهار,"۴۰,۰۰۰,۰۰۰ تومان",نو,gavwQjtL,https://divar.ir/v/۴ عدد کیس نسل۳ برای گیم نتها و مصارف عمومی/gavwQjtL
فروش سیستم گیمینگ بالارده,۲ هفته پیش در خواجه نظام الملک,"۶۰۰,۰۰۰,۰۰۰ تومان",در حد نو,ga_cVntM,https://divar.ir/v/فروش سیستم گیمینگ بالارده/ga_cVntM
کامپیوتر رو میزی,در نصرت,"۳۷,۰۰۰,۰۰۰ تومان",کارکرده,ga64WkBz,https://divar.ir/v/کامپیوتر رو میزی/ga64WkBz
کامپیوتر در حد نونو,۲ هفته پیش در کیانشهر,"۸,۶۵۰,۰۰۰ تومان",در حد نو,ga_0UeK8,https://divar.ir/v/کامپیوتر در حد نونو/ga_0UeK8
کیس گرین,۲ هفته پیش در جی,"۳۵,۰۰۰,۰۰۰ تومان",نو,ga_0EPfG,https://divar.ir/v/کیس گرین/ga_0EPfG
۱۰تا کامپوتر با میز صندلی,در خلیج فارس,"۲۱۵,۰۰۰,۰۰۰ تومان",در حد نو,gawky6kW,https://divar.ir/v/۱۰تا کامپوتر با میز صندلی/gawky6kW
مینی کیس HP,۲ هفته پیش در مهران,"۲۷,۰۰۰,۰۰۰ تومان",کارکرده,ga_oEe64,https://divar.ir/v/مینی کیس HP/ga_oEe64
کامپیوتر-گیمینگ32رمDDR5گرافیکCORI5باگارانتیJ66,در پونک,"۴۹,۹۸۰,۰۰۰ تومان",نو,ga_U0ZSG,https://divar.ir/v/کامپیوتر-گیمینگ32رمDDR5گرافیکCORI5باگارانتیJ66/ga_U0ZSG
سرور و سوپر میکرو,۲ هفته پیش در طیب,"۱۵۰,۰۰۰,۰۰۰ تومان",کارکرده,ga-0PEnV,https://divar.ir/v/سرور و سوپر میکرو/ga-0PEnV
کامپیوتر مانیتور سامسونگ,۲ هفته پیش در آهنگ,"۷,۰۰۰,۰۰۰ تومان",کارکرده,ga-gvHCR,https://divar.ir/v/کامپیوتر مانیتور سامسونگ/ga-gvHCR
کیس گیمینگ نو فقط دو بار روشن شده,۲ هفته پیش در اوقاف,"۳۵,۰۰۰,۰۰۰ تومان",در حد نو,ga-Yu2nU,https://divar.ir/v/کیس گیمینگ نو فقط دو بار روشن شده/ga-Yu2nU
سیستم گیمینگ,۲ هفته پیش در شمس‌آباد,"۷۸,۰۰۰,۰۰۰ تومان",در حد نو,ga-YOSfq,https://divar.ir/v/سیستم گیمینگ/ga-YOSfq
ست کامل کامپیوتر خانگی,۲ هفته پیش در افسریه شمالی,"۶,۰۰۰,۰۰۰ تومان",کارکرده,ga-I-6RT,https://divar.ir/v/ست کامل کامپیوتر خانگی/ga-I-6RT
کامپیوتر گیمینگ 12100f/rx580,۲ هفته پیش در صادقیه,"۱۰۲,۰۰۰,۰۰۰ تومان",نو,ga-89iCl,https://divar.ir/v/کامپیوتر گیمینگ 12100f/rx580/ga-89iCl
خریدار و فروشنده کیس کامپیوتر,۲ هفته پیش در الهیه,"۱۰,۰۰۰,۰۰۰ تومان",در حد نو,ga-8sUoU,https://divar.ir/v/خریدار و فروشنده کیس کامپیوتر/ga-8sUoU
کیس مهندسی و گیمینگ ‌Alienware با رایزن ۹ و ۳۰۸۰ti,در بهار,"۲۱۰,۰۰۰,۰۰۰ تومان",در حد نو,gaTYSXGx,https://divar.ir/v/کیس مهندسی و گیمینگ ‌Alienware با رایزن ۹ و ۳۰۸۰ti/gaTYSXGx
مک استودیو M2 MAX,در نیاوران,"۲۷۰,۰۰۰,۰۰۰ تومان",در حد نو,ga-k8ozW,https://divar.ir/v/مک استودیو M2 MAX/ga-k8ozW
کیس کامپیوتر خانگی,۲ هفته پیش در شمس‌آباد,"۹,۰۰۰,۰۰۰ تومان",در حد نو,ga-Yswnt,https://divar.ir/v/کیس کامپیوتر خانگی/ga-Yswnt
کیس گیمینگ فاطر مایل به تخفیف هم هستم,۲ هفته پیش در پرستار,"۲۰,۰۰۰,۰۰۰ تومان",نو,ga-Ysgmb,https://divar.ir/v/کیس گیمینگ فاطر مایل به تخفیف هم هستم/ga-Ysgmb
کامپیوتر رومیزی,۲ هفته پیش در علایین,"۱۲,۰۰۰,۰۰۰ تومان",در حد نو,ga-I8iE9,https://divar.ir/v/کامپیوتر رومیزی/ga-I8iE9
کیس گیمینگ,۲ هفته پیش در تهرانسر مرکزی,"۹۰,۰۰۰,۰۰۰ تومان",نو,ga-I8HT-,https://divar.ir/v/کیس گیمینگ/ga-I8HT-
مانیتور ۱۹ اینچ سامسونگ در حد نو,۲ هفته پیش در مدائن,"۳,۹۵۰,۰۰۰ تومان",در حد نو,ga-Yr6ir,https://divar.ir/v/مانیتور ۱۹ اینچ سامسونگ در حد نو/ga-Yr6ir
دسته‌ی بازی مچر دوتایی استفاده نشده,۲ هفته پیش در خاوران,"۱,۱۰۰,۰۰۰ تومان",در حد نو,ga-ILp7f,https://divar.ir/v/دسته‌ی بازی مچر دوتایی استفاده نشده/ga-ILp7f
کیس گیمینگ سیستم گیمینگ,۲ هفته پیش در یوسف‌آباد,"۱۵۰,۰۰۰,۰۰۰ تومان",در حد نو,ga-Ibb_t,https://divar.ir/v/کیس گیمینگ سیستم گیمینگ/ga-Ibb_t
مانیتور و کیس,۲ هفته پیش در الهیه,"۲۱,۰۰۰,۰۰۰ تومان",در حد نو,ga-oqVIr,https://divar.ir/v/مانیتور و کیس/ga-oqVIr
مانیتور ۱۷۴۳ سامسونگ,۲ هفته پیش در بنی‌هاشم,"۳,۰۰۰,۰۰۰ تومان",کارکرده,ga-kqsx4,https://divar.ir/v/مانیتور ۱۷۴۳ سامسونگ/ga-kqsx4
جمینی x20 وx19 نرم افزار فتو بهمراه کامپیوتر,۲ هفته پیش در منیریه,"۹۵۰,۰۰۰,۰۰۰ تومان",نو,ga-gqaHD,https://divar.ir/v/جمینی x20 وx19 نرم افزار فتو بهمراه کامپیوتر/ga-gqaHD
خرید و فروش لپتاپ و کیس اداری و گیمینگ زیر 2 ساعت,۲ هفته پیش در میدان ولیعصر,"۱,۰۰۰ تومان",در حد نو,ga-4zA9n,https://divar.ir/v/خرید و فروش لپتاپ و کیس اداری و گیمینگ زیر 2 ساعت/ga-4zA9n
کیس کامپیوتر کامل (i5 نسل۳ با رم 8G ddr3) زیر قیمت,۲ هفته پیش در شهرک صدرا,"۱۳,۹۰۰,۰۰۰ تومان",کارکرده,ga-YqTHD,https://divar.ir/v/کیس کامپیوتر کامل (i5 نسل۳ با رم 8G ddr3) زیر قیمت/ga-YqTHD
کیس قدیمی,۲ هفته پیش در شهید بهشتی,"۴,۹۳۰,۰۰۰ تومان",کارکرده,ga-Qq5te,https://divar.ir/v/کیس قدیمی/ga-Qq5te
کیس معیوب,۲ هفته پیش در شهید بهشتی,"۲,۵۸۰,۰۰۰ تومان",نیازمند تعمیر,ga-QqjlS,https://divar.ir/v/کیس معیوب/ga-QqjlS
مینی کیسhp و مانیتور LG,۲ هفته پیش در هلال احمر,"۲۴,۰۰۰,۰۰۰ تومان",کارکرده,ga-gZTKh,https://divar.ir/v/مینی کیسhp و مانیتور LG/ga-gZTKh
مانیتور ال جی,۲ هفته پیش در جمهوری,"۲,۰۰۰,۰۰۰ تومان",در حد نو,ga-Epyvi,https://divar.ir/v/مانیتور ال جی/ga-Epyvi
خریدار قطعات نسل جدید کیس های گیمینگ در محل شما,در فلسطین (میدان انقلاب),"۳۰۰,۰۰۰,۰۰۰ تومان",نو,ga-g1MyB,https://divar.ir/v/خریدار قطعات نسل جدید کیس های گیمینگ در محل شما/ga-g1MyB
کامپیوتر,۲ هفته پیش در سنگلج (شاپور),"۱۰۰,۰۰۰,۰۰۰ تومان",در حد نو,ga-wYfLx,https://divar.ir/v/کامپیوتر/ga-wYfLx
کیس گیمینگ,۲ هفته پیش در خانی آباد نو شمالی,"۲۱,۵۰۰,۰۰۰ تومان",در حد نو,ga-MI7iI,https://divar.ir/v/کیس گیمینگ/ga-MI7iI
مینی کامپیوتر (تین کلاینت) اینتل,۲ هفته پیش در تهرانپارس غربی,"۱۴,۰۰۰,۰۰۰ تومان",کارکرده,ga-EopXB,https://divar.ir/v/مینی کامپیوتر (تین کلاینت) اینتل/ga-EopXB
کامپیوتر کامل با همه لوازم و اسپیکر اداری وب گردی,در هاشمی,"۷,۵۰۰,۰۰۰ تومان",در حد نو,gaxMEfrD,https://divar.ir/v/کامپیوتر کامل با همه لوازم و اسپیکر اداری وب گردی/gaxMEfrD
سیستم گیمینگ،ترید،اداری و خانگی حرفه ای,۲ هفته پیش در امیرآباد,"۳۲۰,۰۰۰,۰۰۰ تومان",نو,ga-4nRbl,https://divar.ir/v/سیستم گیمینگ،ترید،اداری و خانگی حرفه ای/ga-4nRbl
سیستم حرفه ای در حد نو,۲ هفته پیش در صاحب الزمان,"۲۱,۰۰۰,۰۰۰ تومان",در حد نو,ga-gHSke,https://divar.ir/v/سیستم حرفه ای در حد نو/ga-gHSke
کامپیوتر,۲ هفته پیش در هفده شهریور,"۳۹,۰۰۰,۰۰۰ تومان",در حد نو,ga-AHGwt,https://divar.ir/v/کامپیوتر/ga-AHGwt
کیس رندرینگ و گیمینگ,۲ هفته پیش در امیرآباد,"۹۰,۰۰۰,۰۰۰ تومان",در حد نو,ga-AHJWq,https://divar.ir/v/کیس رندرینگ و گیمینگ/ga-AHJWq
دسته کامپیوتر و ps3,۲ هفته پیش در تهرانسر مرکزی,"۱,۵۵۰,۰۰۰ تومان",در حد نو,ga-4FCei,https://divar.ir/v/دسته کامپیوتر و ps3/ga-4FCei
کامپیوتر,۲ هفته پیش در شیراز,"۵۴,۵۰۰,۰۰۰ تومان",در حد نو,ga-4GePs,https://divar.ir/v/کامپیوتر/ga-4GePs
دسته کامپیوتر مارک priduct,۲ هفته پیش در بلوار کشاورز,"۴۵۰,۰۰۰ تومان",نو,ga-cGdrI,https://divar.ir/v/دسته کامپیوتر مارک priduct/ga-cGdrI
مانیتور ۱۹ اینج LG. با کیس,۲ هفته پیش در قنات‌کوثر,"۶,۵۰۰,۰۰۰ تومان",در حد نو,ga-MmpGV,https://divar.ir/v/مانیتور ۱۹ اینج LG. با کیس/ga-MmpGV
واگذاری کامپیوتر گیم نت,۲ هفته پیش در شهید رجایی,"۱۳۰,۰۰۰,۰۰۰ تومان",کارکرده,ga-8V-GJ,https://divar.ir/v/واگذاری کامپیوتر گیم نت/ga-8V-GJ
کامپیوتر,۲ هفته پیش در زنجان جنوبی,"۱۰,۰۰۰,۰۰۰ تومان",در حد نو,ga-s1pYL,https://divar.ir/v/کامپیوتر/ga-s1pYL
کیس کامپیوتر CoreI3 با متعلقات,۲ هفته پیش در دریا,"۲۳,۰۰۰,۰۰۰ تومان",کارکرده,ga-clsqu,https://divar.ir/v/کیس کامپیوتر CoreI3 با متعلقات/ga-clsqu
دسته بازی تسکو مناسب pc ps xbox,۲ هفته پیش در شارق,"۴,۱۰۰,۰۰۰ تومان",در حد نو,ga-cVgpo,https://divar.ir/v/دسته بازی تسکو مناسب pc ps xbox/ga-cVgpo
کامپیوتر کاملا حرفه ای درحد آکبند با جعبه هر قطعه,در شهر زیبا,"۱۲۰,۰۰۰,۰۰۰ تومان",در حد نو,gaa4WC9B,https://divar.ir/v/کامپیوتر کاملا حرفه ای درحد آکبند با جعبه هر قطعه/gaa4WC9B
کامپیوتر (خانگی و اداری),۲ هفته پیش در صادقیه,"۱۱,۰۰۰,۰۰۰ تومان",کارکرده,ga-UFs9T,https://divar.ir/v/کامپیوتر (خانگی و اداری)/ga-UFs9T
سیستم گیمینگ ddr5 نسل ۱۴ قدرتمند نوی نو,۲ هفته پیش در باشگاه نفت,"۱۵۰,۰۰۰,۰۰۰ تومان",نو,ga-cEQ31,https://divar.ir/v/سیستم گیمینگ ddr5 نسل ۱۴ قدرتمند نوی نو/ga-cEQ31
کیس گیمینگ و رندرینگ,۲ هفته پیش در شیخ هادی,"۱۳۰,۰۰۰,۰۰۰ تومان",در حد نو,ga-UkqM3,https://divar.ir/v/کیس گیمینگ و رندرینگ/ga-UkqM3
مینی کیس اچ پی,۲ هفته پیش در زاهد گیلانی,"۲۵,۰۰۰,۰۰۰ تومان",کارکرده,ga-UkfdD,https://divar.ir/v/مینی کیس اچ پی/ga-UkfdD
کامپیوتر,۲ هفته پیش در طیب,"۴۰,۰۰۰,۰۰۰ تومان",در حد نو,ga-UkQT-,https://divar.ir/v/کامپیوتر/ga-UkQT-
ست کامپیوتر کیس کیبورد led ایسوز۲۰ اینچ,۲ هفته پیش در نارمک جنوبی,"۸,۰۰۰,۰۰۰ تومان",در حد نو,ga-MUZjL,https://divar.ir/v/ست کامپیوتر کیس کیبورد led ایسوز۲۰ اینچ/ga-MUZjL
کامپیوتر,۲ هفته پیش در ارامنه,"۱۳,۰۰۰,۰۰۰ تومان",کارکرده,ga-MEtQ1,https://divar.ir/v/کامپیوتر/ga-MEtQ1
کیس گیمینگ,۲ هفته پیش در بازار,"۱۷۰,۰۰۰,۰۰۰ تومان",در حد نو,ga-IE0zX,https://divar.ir/v/کیس گیمینگ/ga-IE0zX
دسته بازی بی سیم,۲ هفته پیش در مجیدآباد,"۲,۵۰۰,۰۰۰ تومان",نو,ga-wzagQ,https://divar.ir/v/دسته بازی بی سیم/ga-wzagQ
دسته بازی کامپیوتر جویستیک,۲ هفته پیش در چیتگر جنوبی,"۱,۰۰۰,۰۰۰ تومان",کارکرده,ga-wTQcx,https://divar.ir/v/دسته بازی کامپیوتر جویستیک/ga-wTQcx
کامپیوتر ال این وان hp,۲ هفته پیش در شیخ هادی,"۳۹,۹۰۰,۰۰۰ تومان",در حد نو,ga-YDsZJ,https://divar.ir/v/کامپیوتر ال این وان hp/ga-YDsZJ
کامپبوتر نسل ۳ مناسب گرافیک و طراحی و بازی و خانه,۲ هفته پیش در خواجه نظام الملک,"۲۰,۰۰۰,۰۰۰ تومان",کارکرده,ga-MjNE_,https://divar.ir/v/کامپبوتر نسل ۳ مناسب گرافیک و طراحی و بازی و خانه/ga-MjNE_
دسته,۲ هفته پیش در تهرانپارس شرقی,"۱۲,۰۰۰,۰۰۰ تومان",نو,ga-EjZNI,https://divar.ir/v/دسته/ga-EjZNI
مانیتور lg مدل 27mp400,۲ هفته پیش در شهرک چیتگر,"۱۵,۰۰۰,۰۰۰ تومان",نو,ga-kSPKp,https://divar.ir/v/مانیتور lg مدل 27mp400/ga-kSPKp
میز کامپیوتر  مانیتور کیس باند کیبورد,۲ هفته پیش در دانشگاه شریف,"۱۲,۰۰۰,۰۰۰ تومان",در حد نو,ga-YS8x-,https://divar.ir/v/میز کامپیوتر  مانیتور کیس باند کیبورد/ga-YS8x-
