title,address,description,state,token,url
کامپیوتر همه کاره اتم با ماوس و کیبورد هدیه,در ایرانشهر,"۷۸,۹۰۰,۰۰۰ تومان",نو,gaIFcV7n,https://divar.ir/v/کامپیوتر همه کاره اتم با ماوس و کیبورد هدیه/gaIFcV7n
دسته پلی1 2 3 4)لبتاپPCلبتابsegaسگاps1یک۵وانtwoفور,در مسعودیه,"۱,۰۰۰ تومان",نو,QaX548Lq,https://divar.ir/v/دسته پلی1 2 3 4)لبتاپPCلبتابsegaسگاps1یک۵وانtwoفور/QaX548Lq
کامپیوتر گیمینگ,هفتهٔ پیش در فردوسی,"۱۶۵,۰۰۰,۰۰۰ تومان",در حد نو,gaIlbi4m,https://divar.ir/v/کامپیوتر گیمینگ/gaIlbi4m
آل این وان 24 اینچی ایسوس مدل ASUS V440,در میدان ولیعصر,"۱۰,۰۰۰ تومان",نو,QajDIovQ,https://divar.ir/v/آل این وان 24 اینچی ایسوس مدل ASUS V440/QajDIovQ
آل این وان 24 اینچی لنوو مدل LENOVO A100,در میدان ولیعصر,"۱,۰۰۰ تومان",نو,AaZK-_Ya,https://divar.ir/v/آل این وان 24 اینچی لنوو مدل LENOVO A100/AaZK-_Ya
آل این وان 24 اینچی لنوو  LENOVO IdeaCenter A390,در فلسطین (میدان انقلاب),"۱۴۵,۰۰۰ تومان",نو,gaugbg1B,https://divar.ir/v/آل این وان 24 اینچی لنوو  LENOVO IdeaCenter A390/gaugbg1B
کیس رندرینگ و گیمینگ فول,هفتهٔ پیش در فردوس,"۱۸۵,۰۰۰,۰۰۰ تومان",در حد نو,gaIhrxSf,https://divar.ir/v/کیس رندرینگ و گیمینگ فول/gaIhrxSf
خرید/فروش سیستم های قدیمی,هفتهٔ پیش در ائمه اطهار,"۱۰,۰۰۰,۰۰۰ تومان",نیازمند تعمیر,gaIh7nKH,https://divar.ir/v/خرید/فروش سیستم های قدیمی/gaIh7nKH
دو عدد مانیتور ۱۷ یک عدد کیس,هفتهٔ پیش در شهرک فرهنگیان,"۸,۰۰۰,۰۰۰ تومان",کارکرده,gaIdLoqy,https://divar.ir/v/دو عدد مانیتور ۱۷ یک عدد کیس/gaIdLoqy
کامپیوتر HP,در یاخجی آباد,"۲۲,۰۰۰,۰۰۰ تومان",کارکرده,gaCJ0q-N,https://divar.ir/v/کامپیوتر HP/gaCJ0q-N
کیس و مانیتور به همراه موس کیبورد,هفتهٔ پیش در استاد معین,"۵۵,۰۰۰,۰۰۰ تومان",نو,gaIxa4wc,https://divar.ir/v/کیس و مانیتور به همراه موس کیبورد/gaIxa4wc
کامپیوتر (pc),هفتهٔ پیش در زرگنده,"۴۰,۰۰۰,۰۰۰ تومان",در حد نو,gaINKpuu,https://divar.ir/v/کامپیوتر (pc)/gaINKpuu
کیس گیمینک خوش قیمت i5 16gb ram Rx 570,هفتهٔ پیش در دکتر هوشیار,"۲۹,۹۰۰,۰۰۰ تومان",کارکرده,gaI5J1t4,https://divar.ir/v/کیس گیمینک خوش قیمت i5 16gb ram Rx 570/gaI5J1t4
کامپیوتر موس کیبورد,هفتهٔ پیش در مجیدآباد,"۱۳,۰۰۰,۰۰۰ تومان",در حد نو,gaItZnaY,https://divar.ir/v/کامپیوتر موس کیبورد/gaItZnaY
مینی کیس ایسوس asus نسل ۱۱,هفتهٔ پیش در منیریه,"۷۳,۰۰۰,۰۰۰ تومان",در حد نو,gaIhnw5K,https://divar.ir/v/مینی کیس ایسوس asus نسل ۱۱/gaIhnw5K
فول گیمینگ32رمDDR5گرافیک-بامانیتوروموس و کیبورد-N5,در پونک,"۴۹,۹۸۰,۰۰۰ تومان",نو,gaExpsNt,https://divar.ir/v/فول گیمینگ32رمDDR5گرافیک-بامانیتوروموس و کیبورد-N5/gaExpsNt
مانیتور گیمینگ ۳۲ منحنی,هفتهٔ پیش در سلسبیل جنوبی,"۴۴,۰۰۰,۰۰۰ تومان",در حد نو,gaI5zGiq,https://divar.ir/v/مانیتور گیمینگ ۳۲ منحنی/gaI5zGiq
مانیتور کرو ۳۴,هفتهٔ پیش در دولاب,"۶۵,۰۰۰,۰۰۰ تومان",در حد نو,gaIRzD2S,https://divar.ir/v/مانیتور کرو ۳۴/gaIRzD2S
کامپیوتر,هفتهٔ پیش در شهرک نظامی,"۱۸,۰۰۰,۰۰۰ تومان",در حد نو,gaIJz4t6,https://divar.ir/v/کامپیوتر/gaIJz4t6
کامپیوتر کامل گیمینگ,هفتهٔ پیش در گلستان (شهرک راه آهن),"۱۰۵,۰۰۰,۰۰۰ تومان",در حد نو,gaI9ysKu,https://divar.ir/v/کامپیوتر کامل گیمینگ/gaI9ysKu
خریدارکامپیوترخراب قدیمی,هفتهٔ پیش در تهرانپارس جنوبی,"۵۰,۰۰۰,۰۰۰ تومان",کارکرده,gaIliE51,https://divar.ir/v/خریدارکامپیوترخراب قدیمی/gaIliE51
کیس کار گرافیکی Ryzen5 3400G، DDR4 16، SSD M.2 256,هفتهٔ پیش در فردوسی,"۶۲,۰۰۰,۰۰۰ تومان",در حد نو,gaIhSLCh,https://divar.ir/v/کیس کار گرافیکی Ryzen5 3400G، DDR4 16، SSD M.2 256/gaIhSLCh
ست کنترل  Automatic Pump Fooka PC-19,هفتهٔ پیش در فلسطین (میدان انقلاب),"۲,۵۰۰,۰۰۰ تومان",در حد نو,gaIRybie,https://divar.ir/v/ست کنترل  Automatic Pump Fooka PC-19/gaIRybie
کلیه لوازم گیم نت,در پرستار,"۳۵۰,۰۰۰,۰۰۰ تومان",کارکرده,gatcRhQ8,https://divar.ir/v/کلیه لوازم گیم نت/gatcRhQ8
12700k 3070,هفتهٔ پیش در بهارستان,"۱۹۰,۰۰۰,۰۰۰ تومان",در حد نو,gaIpRH5L,https://divar.ir/v/12700k 3070/gaIpRH5L
صندوق فروشگاهی تاچ دو مانیتوره HP PR9 9015 G1,در دزاشیب,"۱۰,۰۰۰ تومان",در حد نو,AajDd6E3,https://divar.ir/v/صندوق فروشگاهی تاچ دو مانیتوره HP PR9 9015 G1/AajDd6E3
کامپیوتر,هفتهٔ پیش در هفت چنار,"۸,۰۰۰,۰۰۰ تومان",در حد نو,gaIFxkBE,https://divar.ir/v/کامپیوتر/gaIFxkBE
خریدار کیس و مانیتور قدیمی وجدیدواداری,هفتهٔ پیش در سهروردی,"۲۵,۹۰۰,۰۰۰ تومان",کارکرده,gaI9QFPI,https://divar.ir/v/خریدار کیس و مانیتور قدیمی وجدیدواداری/gaI9QFPI
کامپیوتر با تجهیزات,هفتهٔ پیش در قبا,"۱۵,۰۰۰,۰۰۰ تومان",کارکرده,gaI5QxdP,https://divar.ir/v/کامپیوتر با تجهیزات/gaI5QxdP
مانیتور LG,هفتهٔ پیش در نجات اللهی,"۱۰,۰۰۰,۰۰۰ تومان",نو,gaHxP9Bo,https://divar.ir/v/مانیتور LG/gaHxP9Bo
مینی کیس قدرتمند HP با گرافیک 3050 گیمینگ و طراحی,هفتهٔ پیش در شهرک دانشگاه شریف,"۹۳,۰۰۰,۰۰۰ تومان",در حد نو,gaHFfWj6,https://divar.ir/v/مینی کیس قدرتمند HP با گرافیک 3050 گیمینگ و طراحی/gaHFfWj6
سیستم مناسب گیم و ادیت حرفه ای,هفتهٔ پیش در تهرانپارس غربی,"۲۳۰,۰۰۰,۰۰۰ تومان",در حد نو,gaHx-MzP,https://divar.ir/v/سیستم مناسب گیم و ادیت حرفه ای/gaHx-MzP
کامپیوتر گیمینگ RTX4060رمDDR5 کیس pc طراحی رندر,هفتهٔ پیش در افسریه جنوبی,"۱۱۷,۸۰۰,۰۰۰ تومان",در حد نو,gaHhuZaI,https://divar.ir/v/کامپیوتر گیمینگ RTX4060رمDDR5 کیس pc طراحی رندر/gaHhuZaI
کیس گیمینگ RX580 و i5 9400f ارسال به تمام نقاط,در فلسطین (میدان انقلاب),"۶۳,۲۰۰,۰۰۰ تومان",در حد نو,gaHVO961,https://divar.ir/v/کیس گیمینگ RX580 و i5 9400f ارسال به تمام نقاط/gaHVO961
CD آکبند PES 2021 SEASON UPDATE برای pc,هفتهٔ پیش در مهران,"۲۰۰,۰۰۰ تومان",نو,gaHBeNS9,https://divar.ir/v/CD آکبند PES 2021 SEASON UPDATE برای pc/gaHBeNS9
کیس گیمینگ اول توزیحات رو بخونید بعد تماس بگیرید,هفتهٔ پیش در زنجان جنوبی,"۷۵,۰۰۰,۰۰۰ تومان",در حد نو,gaHVtsHR,https://divar.ir/v/کیس گیمینگ اول توزیحات رو بخونید بعد تماس بگیرید/gaHVtsHR
دسته Xbox 360 مناسب کامپیوتر,هفتهٔ پیش در دیلمان,"۲,۶۰۰,۰۰۰ تومان",نو,gaHN9OEa,https://divar.ir/v/دسته Xbox 360 مناسب کامپیوتر/gaHN9OEa
کیس گیمینگ حرفه‌ای رم 32GB,هفتهٔ پیش در هفت حوض,"۲۲۰,۰۰۰,۰۰۰ تومان",در حد نو,gaHx8mBl,https://divar.ir/v/کیس گیمینگ حرفه‌ای رم 32GB/gaHx8mBl
کیس کامپیوتر مناسب کارهای اداری، روزانه,هفتهٔ پیش در یوسف‌آباد,"۹,۵۰۰,۰۰۰ تومان",کارکرده,gaHlc0FZ,https://divar.ir/v/کیس کامپیوتر مناسب کارهای اداری، روزانه/gaHlc0FZ
کیس گیمینگ نسل ۱۲ + گرافیک 6600xt,در پونک,"۱۱۱,۰۰۰,۰۰۰ تومان",نو,QasbHkXA,https://divar.ir/v/کیس گیمینگ نسل ۱۲ + گرافیک 6600xt/QasbHkXA
کامپیوترکیسi5نسل ششم/رم16/هارد1ت/گرافیک4,در امام زاده حسن,"۳۳,۰۰۰,۰۰۰ تومان",نو,gYLCJFQ5,https://divar.ir/v/کامپیوترکیسi5نسل ششم/رم16/هارد1ت/گرافیک4/gYLCJFQ5
کامپیوترکیس و۲۲مانیتور/8هسته ای/طراحی/گیمینگ/اتوکد,در باغ خزانه,"۲۷,۵۰۰,۰۰۰ تومان",نو,gZ1-JNLF,https://divar.ir/v/کامپیوترکیس و۲۲مانیتور/8هسته ای/طراحی/گیمینگ/اتوکد/gZ1-JNLF
کیس کامپیوتر مناسب امور روزمره و اداری,هفتهٔ پیش در یوسف‌آباد,"۸,۵۰۰,۰۰۰ تومان",کارکرده,gaHF8h-p,https://divar.ir/v/کیس کامپیوتر مناسب امور روزمره و اداری/gaHF8h-p
کیس کامپیوتر گیمینگ,هفتهٔ پیش در شهرک خرازی,"۹۰,۰۰۰,۰۰۰ تومان",در حد نو,gaH5LatY,https://divar.ir/v/کیس کامپیوتر گیمینگ/gaH5LatY
i7 11700,هفتهٔ پیش در اقدسیه,"۷۵,۰۰۰,۰۰۰ تومان",در حد نو,gaH1r1kh,https://divar.ir/v/i7 11700/gaH1r1kh
کامپیوتر نو سهی و سالم,هفتهٔ پیش در کن,"۵,۵۰۰,۰۰۰ تومان",نو,gaHZLY-l,https://divar.ir/v/کامپیوتر نو سهی و سالم/gaHZLY-l
دسته کامپیوتر و هدفون,هفتهٔ پیش در نازی‌آباد,"۵,۰۰۰,۰۰۰ تومان",نو,gaHNrHm-,https://divar.ir/v/دسته کامپیوتر و هدفون/gaHNrHm-
کامپیوتر pc قوی,در طرشت,"۶۵,۰۰۰,۰۰۰ تومان",کارکرده,ga-wGZZD,https://divar.ir/v/کامپیوتر pc قوی/ga-wGZZD
فروش بازی کامپیوتر pc در هارد و  dvd و فلش,در جوادیه تهرانپارس,"۳,۰۰۰ تومان",نو,QaPqULJn,https://divar.ir/v/فروش بازی کامپیوتر pc در هارد و  dvd و فلش/QaPqULJn
کیس کامپیوتر کم کارکرد,هفتهٔ پیش در علم و صنعت,"۹۸,۰۰۰,۰۰۰ تومان",در حد نو,gaHdqFlc,https://divar.ir/v/کیس کامپیوتر کم کارکرد/gaHdqFlc
کیس نسل 4 با گرافیک 4G,هفتهٔ پیش در یافت آباد شمالی,"۲۳,۰۰۰,۰۰۰ تومان",کارکرده,gaHZqkXN,https://divar.ir/v/کیس نسل 4 با گرافیک 4G/gaHZqkXN
کامپیوتر قدیمی,هفتهٔ پیش در شهرک مخابرات,"۱۰,۰۰۰,۰۰۰ تومان",کارکرده,gaH9ZdeK,https://divar.ir/v/کامپیوتر قدیمی/gaH9ZdeK
دسته بازی کامپیوتر,هفتهٔ پیش در آهنگ,"۶۰۰,۰۰۰ تومان",در حد نو,gaHxJ83X,https://divar.ir/v/دسته بازی کامپیوتر/gaHxJ83X
همکاری در بخش سخت افزار کامپیوتر,هفتهٔ پیش در شمس‌آباد,"۱,۰۰۰ تومان",در حد نو,gaHpJxU0,https://divar.ir/v/همکاری در بخش سخت افزار کامپیوتر/gaHpJxU0
دسته,هفتهٔ پیش در شهادت,"۶,۵۰۰,۰۰۰ تومان",نو,gaHlpPs6,https://divar.ir/v/دسته/gaHlpPs6
نصب بازی کامپیوتر ریختن روی هارد لپتاپ کیس پیسی pc,در دستغیب,,,gawAv_62,https://divar.ir/v/نصب بازی کامپیوتر ریختن روی هارد لپتاپ کیس پیسی pc/gawAv_62
مانیتور سامسونگ مدل v1740,هفتهٔ پیش در نصرت,"۲,۵۰۰,۰۰۰ تومان",کارکرده,gaHRJgkb,https://divar.ir/v/مانیتور سامسونگ مدل v1740/gaHRJgkb
مانیتور ۱۷ اینچ ال جی,هفتهٔ پیش در شهرک پرواز,"۲,۹۰۰,۰۰۰ تومان",در حد نو,gaHNJOZu,https://divar.ir/v/مانیتور ۱۷ اینچ ال جی/gaHNJOZu
کامپیوتر با مانیتور,هفتهٔ پیش در شمس‌آباد,"۱۰,۰۰۰,۰۰۰ تومان",کارکرده,gaH9IXSj,https://divar.ir/v/کامپیوتر با مانیتور/gaH9IXSj
کامپیوتر,هفتهٔ پیش در علی‌آباد,"۷,۰۰۰,۰۰۰ تومان",کارکرده,gaHp45RZ,https://divar.ir/v/کامپیوتر/gaHp45RZ
سیستم اداری HP i5 نسل جدید,هفتهٔ پیش در استاد معین,"۲۴,۷۰۰,۰۰۰ تومان",در حد نو,gaHhoAHs,https://divar.ir/v/سیستم اداری HP i5 نسل جدید/gaHhoAHs
سیستم کامپیوتر,هفتهٔ پیش در جنت‌آباد شمالی,"۱۲,۹۰۰,۰۰۰ تومان",کارکرده,gaHV4OQz,https://divar.ir/v/سیستم کامپیوتر/gaHV4OQz
کامپیوتر LG,هفتهٔ پیش در گیشا,"۱۴,۰۰۰,۰۰۰ تومان",کارکرده,gaH9Ho4H,https://divar.ir/v/کامپیوتر LG/gaH9Ho4H
کامپیوتر  کیس موس کیبورد مانیتور,هفتهٔ پیش در پامنار,"۵,۵۰۰,۰۰۰ تومان",کارکرده,gaH9Hswi,https://divar.ir/v/کامپیوتر  کیس موس کیبورد مانیتور/gaH9Hswi
مینی کیس hp i5,در گلستان (شهرک راه آهن),"۱۲,۶۰۰,۰۰۰ تومان",کارکرده,gaHx3MZQ,https://divar.ir/v/مینی کیس hp i5/gaHx3MZQ
کیس گیمینگ کم کار ، باگرافیک مجزا,هفتهٔ پیش در پونک,"۹۵,۰۰۰,۰۰۰ تومان",در حد نو,gaHtnFrI,https://divar.ir/v/کیس گیمینگ کم کار ، باگرافیک مجزا/gaHtnFrI
دسته کامپیوتر  دسته بازی,هفتهٔ پیش در نعمت‌آباد,"۱,۴۸۰,۰۰۰ تومان",نو,gaHRXXDv,https://divar.ir/v/دسته کامپیوتر  دسته بازی/gaHRXXDv
Nuc 12WSH اینتل ناک,هفتهٔ پیش در آشتیانی,"۵۶,۰۰۰,۰۰۰ تومان",در حد نو,gaHJH1T4,https://divar.ir/v/Nuc 12WSH اینتل ناک/gaHJH1T4
کامپیوتر.کیس.باند ظبط صوت.کیبورد.مانیتور,هفتهٔ پیش در قصر فیروزه ۱,"۱۸,۰۰۰,۰۰۰ تومان",نیازمند تعمیر,gaHJ3bc7,https://divar.ir/v/کامپیوتر.کیس.باند ظبط صوت.کیبورد.مانیتور/gaHJ3bc7
کیس i3 9100 باندل گرافیک ۱۰۷۰ zotac 8 گیگ,هفتهٔ پیش در کوهک,"۳۴,۰۰۰,۰۰۰ تومان",کارکرده,gaHBHrjp,https://divar.ir/v/کیس i3 9100 باندل گرافیک ۱۰۷۰ zotac 8 گیگ/gaHBHrjp
کامپیوترکیس/اداری/حسابداری/فروشگاهی/یکسال گارانتی,در بلورسازی,"۱۳,۶۵۰,۰۰۰ تومان",در حد نو,wZLSUznz,https://divar.ir/v/کامپیوترکیس/اداری/حسابداری/فروشگاهی/یکسال گارانتی/wZLSUznz
کامپیوترکیس مانیتور/۶ هسته ای/طراحی یکسال گارانتی,در باغ خزانه,"۱۹,۹۰۰,۰۰۰ تومان",در حد نو,QZ4NBobY,https://divar.ir/v/کامپیوترکیس مانیتور/۶ هسته ای/طراحی یکسال گارانتی/QZ4NBobY
کیس lenovo,هفتهٔ پیش در توحید,"۴۰,۰۰۰,۰۰۰ تومان",در حد نو,gaHpmQCd,https://divar.ir/v/کیس lenovo/gaHpmQCd
نصب بازی های PC روی موبایل آفلاین,هفتهٔ پیش در فلسطین (میدان انقلاب),"۲۰۰,۰۰۰ تومان",نو,gaHpWFRM,https://divar.ir/v/نصب بازی های PC روی موبایل آفلاین/gaHpWFRM
کیس گیمینگ قوی,هفتهٔ پیش در سعادت‌آباد,"۴۸,۰۰۰,۰۰۰ تومان",در حد نو,gaHd2wW4,https://divar.ir/v/کیس گیمینگ قوی/gaHd2wW4
کولر آبی پرتابل رابو pc-2500,هفتهٔ پیش در سازمان آب,"۱۰,۰۰۰,۰۰۰ تومان",در حد نو,gaHdWAWt,https://divar.ir/v/کولر آبی پرتابل رابو pc-2500/gaHdWAWt
مانیتور ال جی,هفتهٔ پیش در شکیبا,"۲,۵۰۰,۰۰۰ تومان",کارکرده,gaHFW8Cy,https://divar.ir/v/مانیتور ال جی/gaHFW8Cy
سه کیس کامل قابل استفاده,در اسکندری,"۱,۰۰۰ تومان",کارکرده,gakwGM2x,https://divar.ir/v/سه کیس کامل قابل استفاده/gakwGM2x
کامپیوتر اداری و خانگی حرفه ای,هفتهٔ پیش در علایین,"۲۵,۰۰۰,۰۰۰ تومان",در حد نو,gaH9krWq,https://divar.ir/v/کامپیوتر اداری و خانگی حرفه ای/gaH9krWq
مانیتور crt,هفتهٔ پیش در جوادیه تهرانپارس,"۲,۰۰۰,۰۰۰ تومان",در حد نو,gaGVv7It,https://divar.ir/v/مانیتور crt/gaGVv7It
کیس کامپیوتر اسمبل شده,هفتهٔ پیش در مطهری,"۶۱,۵۰۰,۰۰۰ تومان",نو,gaGpu8Xc,https://divar.ir/v/کیس کامپیوتر اسمبل شده/gaGpu8Xc
مانیتور ال جی LG 20M37A,هفتهٔ پیش در افسریه جنوبی,"۵,۰۰۰,۰۰۰ تومان",کارکرده,gaGFufu4,https://divar.ir/v/مانیتور ال جی LG 20M37A/gaGFufu4
کامپیوتر (کیس،مانیتور،موس),هفتهٔ پیش در تهرانپارس جنوبی,"۱۱,۰۰۰,۰۰۰ تومان",کارکرده,gaGB-VSL,https://divar.ir/v/کامپیوتر (کیس،مانیتور،موس)/gaGB-VSL
سیستم گیمینگ,هفتهٔ پیش در خانی آباد نو شمالی,"۸۵,۰۰۰,۰۰۰ تومان",در حد نو,gaGpNwS9,https://divar.ir/v/سیستم گیمینگ/gaGpNwS9
ایکس باکس 360 در حد نو,هفتهٔ پیش در جلیلی,"۱۶,۰۰۰,۰۰۰ تومان",در حد نو,gaGptJm6,https://divar.ir/v/ایکس باکس 360 در حد نو/gaGptJm6
سیستم گیمینگ i7 9700k GTX 1660 SUPER,در دهقان,"۱۳۵,۰۰۰,۰۰۰ تومان",کارکرده,gaEh2m5x,https://divar.ir/v/سیستم گیمینگ i7 9700k GTX 1660 SUPER/gaEh2m5x
دسته کامپیوتر,هفتهٔ پیش در جنت‌آباد جنوبی,"۶۰۰,۰۰۰ تومان",در حد نو,gaGRNwdv,https://divar.ir/v/دسته کامپیوتر/gaGRNwdv
الین وان نسل ۷ i5 th7 Ram 8 ddr4 Ssd 256 m.2  24,هفتهٔ پیش در شیخ هادی,"۴۰,۰۰۰,۰۰۰ تومان",در حد نو,gaGJ920Q,https://divar.ir/v/الین وان نسل ۷ i5 th7 Ram 8 ddr4 Ssd 256 m.2  24/gaGJ920Q
کامپیوتر + مانیتور LG,هفتهٔ پیش در اوقاف,"۱۱,۰۰۰,۰۰۰ تومان",کارکرده,gaG5cRq_,https://divar.ir/v/کامپیوتر + مانیتور LG/gaG5cRq_
پیسی ۳۰۷۰,هفتهٔ پیش در کیانشهر,"۱۵۵,۰۰۰,۰۰۰ تومان",نو,gaGZ8iQS,https://divar.ir/v/پیسی ۳۰۷۰/gaGZ8iQS
کیس نسل ۹ گیمینگ,هفتهٔ پیش در جوانمردان (اندیشه),"۹۵,۰۰۰,۰۰۰ تومان",در حد نو,gaGVskK2,https://divar.ir/v/کیس نسل ۹ گیمینگ/gaGVskK2
خرید کامپیوتر.مانیتور پرینتر سالم خراب مزا.ید.ه,در استاد معین,"۱۰۰,۰۰۰,۰۰۰ تومان",کارکرده,gaGp7zjU,https://divar.ir/v/خرید کامپیوتر.مانیتور پرینتر سالم خراب مزا.ید.ه/gaGp7zjU
سرور قدرتمند HP DL380p Gen8 سالم مناسب مجازی‌سازی,هفتهٔ پیش در توحید,"۴۹,۰۰۰,۰۰۰ تومان",در حد نو,gaGpLwyk,https://divar.ir/v/سرور قدرتمند HP DL380p Gen8 سالم مناسب مجازی‌سازی/gaGpLwyk
بازی کامپیوتری پی سی pc ویندوز,هفتهٔ پیش در افسریه شمالی,"۳۰۰,۰۰۰ تومان",در حد نو,gaGp7J1a,https://divar.ir/v/بازی کامپیوتری پی سی pc ویندوز/gaGp7J1a
All in one apple,هفتهٔ پیش در ائمه اطهار,"۵۵,۰۰۰,۰۰۰ تومان",کارکرده,gaGl7UVC,https://divar.ir/v/All in one apple/gaGl7UVC
مانیتور کرو سامسونگ سری c اصل گیمینگ.  فوری فروشی,هفتهٔ پیش در گلستان (شهرک راه آهن),"۳۰,۰۰۰,۰۰۰ تومان",در حد نو,gaGhLj5o,https://divar.ir/v/مانیتور کرو سامسونگ سری c اصل گیمینگ.  فوری فروشی/gaGhLj5o
کامپیوتر pc,هفتهٔ پیش در مرزداران,"۳۰,۰۰۰,۰۰۰ تومان",کارکرده,gaGNr0As,https://divar.ir/v/کامپیوتر pc/gaGNr0As
مانیتور ال جی ۱۹,هفتهٔ پیش در مشیریه,"۵,۵۰۰,۰۰۰ تومان",در حد نو,gaG1qsZc,https://divar.ir/v/مانیتور ال جی ۱۹/gaG1qsZc
کامپیوتر گیمینگ,هفتهٔ پیش در منیریه,"۲۳۰,۰۰۰,۰۰۰ تومان",در حد نو,gaGhKROn,https://divar.ir/v/کامپیوتر گیمینگ/gaGhKROn
قلم هوشمند انتقال طراحی به PC خودکار دیجیتال نوری,هفتهٔ پیش در نارمک,"۱,۸۰۰,۰۰۰ تومان",نو,gaGJK-M6,https://divar.ir/v/قلم هوشمند انتقال طراحی به PC خودکار دیجیتال نوری/gaGJK-M6
سیستم گیمینگ حرفه ای RTX 5060 & Ultra 5,هفتهٔ پیش در خواجه نظام الملک,"۱۶۷,۰۰۰,۰۰۰ تومان",نو,gaG95VHv,https://divar.ir/v/سیستم گیمینگ حرفه ای RTX 5060 & Ultra 5/gaG95VHv
کامپیوتر اداری و مغازه و خانگی,در دهقان,"۱۵,۰۰۰,۰۰۰ تومان",در حد نو,ga-Y8n-M,https://divar.ir/v/کامپیوتر اداری و مغازه و خانگی/ga-Y8n-M
کیس ومانیتور قدیمی ۱۷اینج,هفتهٔ پیش در علایین,"۴,۵۰۰,۰۰۰ تومان",کارکرده,gaGh5Wgx,https://divar.ir/v/کیس ومانیتور قدیمی ۱۷اینج/gaGh5Wgx
مانیتور 24 اینچ ال جی,هفتهٔ پیش در قلهک,"۱۶,۵۰۰,۰۰۰ تومان",نو,gaDJ5h7h,https://divar.ir/v/مانیتور 24 اینچ ال جی/gaDJ5h7h
مینی کیس 8300 hp هارداکسترنال مانیتورموس وکیبورد,هفتهٔ پیش در شادمان,"۲۰,۰۰۰,۰۰۰ تومان",در حد نو,gaGJZON8,https://divar.ir/v/مینی کیس 8300 hp هارداکسترنال مانیتورموس وکیبورد/gaGJZON8
آی مک 1311,هفتهٔ پیش در تهرانسر شرقی,"۲۲,۰۰۰,۰۰۰ تومان",در حد نو,gaGxI7QV,https://divar.ir/v/آی مک 1311/gaGxI7QV
سیستم گیمینگ,هفتهٔ پیش در آرژانتین,"۱۹۰,۰۰۰,۰۰۰ تومان",کارکرده,gaGxYzy_,https://divar.ir/v/سیستم گیمینگ/gaGxYzy_
دسته بازی لاجیتک مدل F310استفاده نشده مشابه نو,هفتهٔ پیش در دکتر هوشیار,"۲,۵۰۰,۰۰۰ تومان",در حد نو,gaGNIA9X,https://divar.ir/v/دسته بازی لاجیتک مدل F310استفاده نشده مشابه نو/gaGNIA9X
کامپیوترهای گیمینگ.ادیت3dmax.رندرکد173,در هفت چنار,"۳۷,۵۰۰,۰۰۰ تومان",کارکرده,Aa4VKM4e,https://divar.ir/v/کامپیوترهای گیمینگ.ادیت3dmax.رندرکد173/Aa4VKM4e
سیستم گیم نت آماده,هفتهٔ پیش در نازی‌آباد,"۱۵۰,۰۰۰,۰۰۰ تومان",کارکرده,gaGFoPyI,https://divar.ir/v/سیستم گیم نت آماده/gaGFoPyI
کامپیوترکیسi5 نسل4/رم16/طراحی/مانیتور22,در امام زاده حسن,"۲۶,۰۰۰,۰۰۰ تومان",نو,gYq9jsN-,https://divar.ir/v/کامپیوترکیسi5 نسل4/رم16/طراحی/مانیتور22/gYq9jsN-
کامپیوتر فروشگاهی/طراحی/lenovo/نسل۷/ssd256هارد,در باغ خزانه,"۳۹,۹۵۰,۰۰۰ تومان",در حد نو,AapwV0I2,https://divar.ir/v/کامپیوتر فروشگاهی/طراحی/lenovo/نسل۷/ssd256هارد/AapwV0I2
کیس گیمینگ i7 32GB کیس و پاور نو,هفتهٔ پیش در شهرک آپادانا,"۸۷,۰۰۰,۰۰۰ تومان",در حد نو,gaGVH-5N,https://divar.ir/v/کیس گیمینگ i7 32GB کیس و پاور نو/gaGVH-5N
کیسh61رم۴هارد۵۰۰,هفتهٔ پیش در فردوس,"۸,۵۰۰,۰۰۰ تومان",کارکرده,gaG52xhz,https://divar.ir/v/کیسh61رم۴هارد۵۰۰/gaG52xhz
کامپیوتر گیمینگ,هفتهٔ پیش در بهداشت,"۶۵,۰۰۰,۰۰۰ تومان",در حد نو,gaG12-cn,https://divar.ir/v/کامپیوتر گیمینگ/gaG12-cn
دسته بازی کامپیوتری,هفتهٔ پیش در شارق,"۱,۰۰۰,۰۰۰ تومان",کارکرده,gaG1GtpP,https://divar.ir/v/دسته بازی کامپیوتری/gaG1GtpP
چرخ خیاطی مکانیک و کامپیوتر وفلزمدلpc.,هفتهٔ پیش در سلسبیل جنوبی,"۱۱,۵۵۰,۰۰۰ تومان",در حد نو,gaGp2Lu5,https://divar.ir/v/چرخ خیاطی مکانیک و کامپیوتر وفلزمدلpc./gaGp2Lu5
دسته بازی TG115,هفتهٔ پیش در جنت‌آباد جنوبی,"۲,۳۵۰,۰۰۰ تومان",در حد نو,gaGpm5Xi,https://divar.ir/v/دسته بازی TG115/gaGpm5Xi
دسته بازی کامپیوتر,هفتهٔ پیش در وحیدیه,"۶۰۰,۰۰۰ تومان",کارکرده,gaGZG_lD,https://divar.ir/v/دسته بازی کامپیوتر/gaGZG_lD
کامپیتور کیس/آل این وان/آیمک/حسابداری/فروشگاه,در باغ خزانه,"۳۲,۹۰۰,۰۰۰ تومان",در حد نو,Qa4jG3RQ,https://divar.ir/v/کامپیتور کیس/آل این وان/آیمک/حسابداری/فروشگاه/Qa4jG3RQ
